retard K
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.200000 	1.000150
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.207341 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
0.209838 	1.003530
